file_name,time_t,grip,grip_approx_smooth,grip_approx_predict
lmp3m1_23_m,1718096568.003484,116.6492825985284,126.8120972365036,
lmp3m1_23_m,1718096568.011541,117.26354935309288,127.25994068680875,
lmp3m1_23_m,1718096568.019598,117.68179432894392,127.70592617489629,
lmp3m1_23_m,1718096568.027655,118.81195673134788,128.15008135804578,
lmp3m1_23_m,1718096568.035711,120.2068094374489,128.59247029260226,
lmp3m1_23_m,1718096568.0437682,121.7987881437502,129.03318838353417,
lmp3m1_23_m,1718096568.051824,123.36538790477692,129.4723563566241,
lmp3m1_23_m,1718096568.059881,124.7386951121729,129.91011326891885,
lmp3m1_23_m,1718096568.0679371,125.68868542550948,130.34660903539788,
lmp3m1_23_m,1718096568.075994,126.36064469626162,130.78199780398967,
lmp3m1_23_m,1718096568.085058,126.99422697780416,131.21643284863916,
lmp3m1_23_m,1718096568.0931149,127.59378188642113,131.65006225844792,
lmp3m1_23_m,1718096568.101171,128.41145835228508,132.08302519649328,
lmp3m1_23_m,1718096568.1092281,129.55137719361002,132.51544878216927,
lmp3m1_23_m,1718096568.117285,130.73924241840828,132.94744496543535,
lmp3m1_23_m,1718096568.126348,131.9008877642727,133.37910677570218,
lmp3m1_23_m,1718096568.1344051,132.9334614050411,133.8105048992383,
lmp3m1_23_m,1718096568.142462,133.9660350458095,134.24168563989656,
lmp3m1_23_m,1718096568.150518,134.99860868657788,134.67266879166615,
lmp3m1_23_m,1718096568.158575,136.03118232734627,135.1034442530499,
lmp3m1_23_m,1718096568.17066,137.6040258051944,135.53396717094844,
lmp3m1_23_m,1718096568.178716,138.88796517747147,135.96415034791872,
lmp3m1_23_m,1718096568.186773,140.0867826091585,136.3938512092545,
lmp3m1_23_m,1718096568.205908,142.01753413969388,136.8228487928255,
lmp3m1_23_m,1718096568.213964,142.5810467802279,137.25080365050317,
lmp3m1_23_m,1718096568.222021,143.0323019489669,137.6771845832371,
lmp3m1_23_m,1718096568.230077,143.48355711770589,138.10113165337688,
lmp3m1_23_m,1718096568.238134,143.9348122864449,138.52120625866638,
lmp3m1_23_m,1718096568.246191,144.38606745518388,138.9349822597672,
lmp3m1_23_m,1718096568.254247,144.8373226239229,139.33858122647908,
lmp3m1_23_m,1718096568.262304,145.28857779266187,139.7269301022227,
lmp3m1_23_m,1718096568.2703612,145.7744474090017,140.0870571959705,
lmp3m1_23_m,1718096568.2784169,146.73795644708326,140.43179269980334,
lmp3m1_23_m,1718096568.286474,147.65102516340198,140.7753257459579,
lmp3m1_23_m,1718096568.294531,148.4433561713486,141.11801056755644,
lmp3m1_23_m,1718096568.3025868,148.80144794393362,141.46017571293768,
lmp3m1_23_m,1718096568.310644,148.80026633184008,141.80204829887163,
lmp3m1_23_m,1718096568.318701,148.50303233240788,142.14377040107632,
lmp3m1_23_m,1718096568.3267572,148.40319873149448,142.485426346525,
lmp3m1_23_m,1718096568.3348138,148.3444560887185,142.82706278534914,
lmp3m1_23_m,1718096568.34287,148.3819356852392,143.16870084510367,
lmp3m1_23_m,1718096568.350927,148.41560143754762,143.5103444148529,
lmp3m1_23_m,1718096568.358984,148.49015745200296,143.85198643750184,
lmp3m1_23_m,1718096568.36704,148.3770509893101,144.19361336157073,
lmp3m1_23_m,1718096568.375097,148.01561882834972,144.5352080238848,
lmp3m1_23_m,1718096568.383154,147.33340612318204,144.87675194179317,
lmp3m1_23_m,1718096568.39121,146.85987794523075,145.2182275037675,
lmp3m1_23_m,1718096568.399267,146.64517161965452,145.5596201660379,
lmp3m1_23_m,1718096568.4073238,147.15771296400018,145.90091999775953,
lmp3m1_23_m,1718096568.41538,147.7693651723348,146.24212288585485,
lmp3m1_23_m,1718096568.423437,148.84152206685204,146.5832309779795,
lmp3m1_23_m,1718096568.431493,150.56219143081918,146.92425199774723,
lmp3m1_23_m,1718096568.43955,152.11363603516727,147.26519639268022,
lmp3m1_23_m,1718096568.447607,153.30297221853064,147.60607271692896,
lmp3m1_23_m,1718096568.4556632,153.79573292731374,147.94688311176418,
lmp3m1_23_m,1718096568.4637198,153.61625388385073,148.28762143914548,
lmp3m1_23_m,1718096568.471777,153.21496025345562,148.6282742156918,
lmp3m1_23_m,1718096568.4798331,153.01175623767614,148.96882326309688,
lmp3m1_23_m,1718096568.48789,153.05326826941922,149.30924908788487,
lmp3m1_23_m,1718096568.4959471,153.58522325709524,149.64953415441653,
lmp3m1_23_m,1718096568.504003,154.4202325662704,149.98966510452328,
lmp3m1_23_m,1718096568.51206,155.42538984372175,150.32963417814426,
lmp3m1_23_m,1718096568.520117,155.53620581705974,152.4495378222602,
lmp3m1_23_m,1718096568.528173,155.4720913860771,152.79280159526607,
lmp3m1_23_m,1718096568.5362298,155.40797695509443,153.1263232765341,
lmp3m1_23_m,1718096568.5483148,155.31180530862045,153.44992651791293,
lmp3m1_23_m,1718096568.556371,155.24769087763778,153.76334194089767,
lmp3m1_23_m,1718096568.564428,155.1835764466551,154.0661857725869,
lmp3m1_23_m,1718096568.5724852,155.11946201567247,154.35794742621601,152.39893598591854
lmp3m1_23_m,1718096568.580541,154.63056442811373,154.63799196445507,
lmp3m1_23_m,1718096568.588598,154.389312744,154.90557746266884,
lmp3m1_23_m,1718096568.5966551,154.53373667954818,155.15988134582443,
lmp3m1_23_m,1718096568.6047108,154.7490525154263,155.40002514632076,
lmp3m1_23_m,1718096568.612768,155.08796451782115,155.62510788588528,
lmp3m1_23_m,1718096568.620825,155.23170647567008,155.83425230037335,
lmp3m1_23_m,1718096568.628881,155.242575961438,156.02665177901122,154.40913780364576
lmp3m1_23_m,1718096568.636938,155.25344544720593,156.20161880390498,
lmp3m1_23_m,1718096568.644994,155.22282489129412,156.3586267139624,
lmp3m1_23_m,1718096568.653051,155.13710321594365,156.49733465810746,
lmp3m1_23_m,1718096568.661108,155.04223183578017,156.61760371108457,
lmp3m1_23_m,1718096568.669164,155.202049574035,156.71949886133143,
lmp3m1_23_m,1718096568.677221,155.7540089334089,156.80326055674723,
lmp3m1_23_m,1718096568.685278,156.60964791962675,156.8692632389098,156.33652691673544
lmp3m1_23_m,1718096568.693334,157.92394567091435,156.91798625499274,
lmp3m1_23_m,1718096568.7013912,159.22678084486947,156.95000407582657,
lmp3m1_23_m,1718096568.7094479,160.18347936884408,156.96599271447707,
lmp3m1_23_m,1718096568.7215328,160.68393467905645,156.966758907705,
lmp3m1_23_m,1718096568.729589,160.7013179712137,156.9532913529933,
lmp3m1_23_m,1718096568.737646,160.36328763691318,156.92681431288472,
lmp3m1_23_m,1718096568.7457018,160.0252573026127,156.88881440928546,158.15974483184547
lmp3m1_23_m,1718096568.753759,159.6872269683122,156.8410275078288,
lmp3m1_23_m,1718096568.761816,159.3491966340117,156.7651263553334,
lmp3m1_23_m,1718096568.773901,158.88541124662294,156.6925780497107,
lmp3m1_23_m,1718096568.7819571,158.9589816108136,156.622659679123,
lmp3m1_23_m,1718096568.790014,159.16938527263935,156.5545154532916,
lmp3m1_23_m,1718096568.7980711,159.33812638144622,156.48745393765847,
lmp3m1_23_m,1718096568.806127,159.33060500298137,156.4209802976586,159.87688388363753
lmp3m1_23_m,1718096568.814184,159.30064294319857,156.35475440236297,
lmp3m1_23_m,1718096568.822241,159.0873589236664,156.28854385887146,
lmp3m1_23_m,1718096568.830297,158.79177329380636,156.22218953638523,
lmp3m1_23_m,1718096568.8383539,158.49618766394636,156.15558277412603,
lmp3m1_23_m,1718096568.84641,158.20060203408633,156.0886507864878,
lmp3m1_23_m,1718096568.8544672,157.90501640422633,156.0213470628264,
lmp3m1_23_m,1718096568.8625238,157.6094307743663,155.95364525488924,161.50461053786975
lmp3m1_23_m,1718096568.87058,157.35177523378326,155.88553515650162,
lmp3m1_23_m,1718096568.878637,157.22809002487955,155.81702005032898,
lmp3m1_23_m,1718096568.886694,157.13782206517024,155.74811505278237,
lmp3m1_23_m,1718096568.8947499,157.07183135419493,155.67884555464983,
lmp3m1_23_m,1718096568.902807,157.11987263017153,155.6092455756015,
lmp3m1_23_m,1718096568.9108639,157.7262002030493,155.53935591627896,
lmp3m1_23_m,1718096568.91892,158.28487922339627,155.46922152626703,163.051264196299
lmp3m1_23_m,1718096568.926977,158.73833860370502,155.39888881234677,
lmp3m1_23_m,1718096568.935034,159.01601754215648,155.32840396215283,
lmp3m1_23_m,1718096568.94309,158.8335466950294,155.25781170187489,
lmp3m1_23_m,1718096568.961218,157.4555346357504,155.18715477892798,
lmp3m1_23_m,1718096568.969274,156.5766550042294,155.11647541448994,
lmp3m1_23_m,1718096568.977331,155.90119020548147,155.04581799843533,
lmp3m1_23_m,1718096568.985388,155.46999876280285,154.97523074720363,163.71074113786983
lmp3m1_23_m,1718096568.9934442,155.35147605323306,154.90476555335226,
lmp3m1_23_m,1718096569.0015008,155.4258816021442,154.83447620722043,
lmp3m1_23_m,1718096569.009557,155.60408915024905,154.7644155170557,
lmp3m1_23_m,1718096569.0176141,155.6427843337504,154.69463161609707,
lmp3m1_23_m,1718096569.025671,155.58850348836432,154.62516407389066,
lmp3m1_23_m,1718096569.033727,155.25201092733383,154.55604028725153,
lmp3m1_23_m,1718096569.041784,154.63924853799142,154.2478014454423,
lmp3m1_23_m,1718096569.049841,153.99032112102407,154.18625359392115,
lmp3m1_23_m,1718096569.0578969,153.4575946555476,154.12613550226698,
lmp3m1_23_m,1718096569.065954,152.94764662772448,154.06723655839522,
lmp3m1_23_m,1718096569.0740108,152.82046790194488,154.00930368124207,
lmp3m1_23_m,1718096569.082067,153.08295187714077,153.95206910564752,
lmp3m1_23_m,1718096569.0901241,153.50731600135236,153.89527813112528,154.0654987103731
lmp3m1_23_m,1718096569.098181,154.0560064000657,153.83871132340784,
lmp3m1_23_m,1718096569.106237,154.5123020914134,153.7821990496346,
lmp3m1_23_m,1718096569.114294,154.6794793347227,153.7256185823265,
lmp3m1_23_m,1718096569.12235,154.61592661588494,153.66888620161893,
lmp3m1_23_m,1718096569.1304069,154.28935830791937,153.61194675855887,
lmp3m1_23_m,1718096569.138464,153.93077297031496,153.554770039078,
lmp3m1_23_m,1718096569.1465201,153.57272566499947,153.49734848088886,153.936563434894
lmp3m1_23_m,1718096569.1545768,153.21467835968397,153.4396990464852,
lmp3m1_23_m,1718096569.162634,152.85663105436848,153.38186379204663,
lmp3m1_23_m,1718096569.17069,152.49858374905298,153.3239053929979,
lmp3m1_23_m,1718096569.178747,152.4504356615189,153.26589907460257,
lmp3m1_23_m,1718096569.186804,152.47624342594136,153.2079343046598,
lmp3m1_23_m,1718096569.19486,152.644668579,153.1501338383648,
lmp3m1_23_m,1718096569.202917,152.7455587464318,153.09269377861466,153.95468334601375
lmp3m1_23_m,1718096569.210973,152.8142347332751,153.03592494062647,
lmp3m1_23_m,1718096569.21903,152.90162416687878,152.9802704550827,
lmp3m1_23_m,1718096569.227087,153.16757633606997,152.92630743147177,
lmp3m1_23_m,1718096569.235143,153.5034630894195,152.87472720135904,
lmp3m1_23_m,1718096569.2432,153.83934984276905,152.82627784697334,
lmp3m1_23_m,1718096569.2512572,154.17523659611862,152.78167879527516,
lmp3m1_23_m,1718096569.2593129,154.51112334946816,152.7415426549837,154.06934290723262
lmp3m1_23_m,1718096569.26737,154.80525502833746,152.70632055286998,
lmp3m1_23_m,1718096569.275427,154.91535149227593,152.69228695180558,
lmp3m1_23_m,1718096569.2834828,154.53948768819308,152.68679065162075,
lmp3m1_23_m,1718096569.29154,153.90264764915435,152.68686952949253,
lmp3m1_23_m,1718096569.299597,153.2403087535027,152.69032797264913,
lmp3m1_23_m,1718096569.310674,152.7769969218737,152.69578913893346,
lmp3m1_23_m,1718096569.318731,152.80154128987792,152.70243896995177,154.2297199497012
lmp3m1_23_m,1718096569.3267882,152.88544743230966,152.70980228417605,
lmp3m1_23_m,1718096569.351965,153.23357544439466,152.71760002036643,
lmp3m1_23_m,1718096569.375128,153.31076177307077,152.725666797636,
lmp3m1_23_m,1718096569.383184,152.84309898701414,152.73390481347624,
lmp3m1_23_m,1718096569.391241,152.4002258004973,152.74225824000578,
lmp3m1_23_m,1718096569.399297,152.13734120429044,152.75069892133368,
lmp3m1_23_m,1718096569.407354,152.09660453934052,152.7592177712996,154.39385186226843
lmp3m1_23_m,1718096569.415411,152.40398787599608,152.7678197185979,
lmp3m1_23_m,1718096569.423467,152.63124987552362,152.77652103729832,
lmp3m1_23_m,1718096569.431524,152.68318876118482,152.78534776300418,
lmp3m1_23_m,1718096569.439581,152.4904588970942,152.79433488177713,
lmp3m1_23_m,1718096569.447637,152.14548638960517,152.80352584797788,
lmp3m1_23_m,1718096569.4556942,151.80051388211615,152.81297237287774,
lmp3m1_23_m,1718096569.4637508,151.4555413746271,152.8227339780116,154.53315476319807
lmp3m1_23_m,1718096569.471807,151.3140941075885,152.83287744367954,
lmp3m1_23_m,1718096569.4798641,151.3276479899865,152.84347607876785,
lmp3m1_23_m,1718096569.48792,151.55615225634313,152.85460908633954,
lmp3m1_23_m,1718096569.495977,152.04025964957074,152.86636020011545,
lmp3m1_23_m,1718096569.504034,152.6782310302862,152.87881491013025,
lmp3m1_23_m,1718096569.5120902,153.3466335637566,152.89205638219687,
lmp3m1_23_m,1718096569.5201468,153.82302838101134,152.90616101270666,154.63304279367497
lmp3m1_23_m,1718096569.528204,154.29993922186935,152.92119443268547,
lmp3m1_23_m,1718096569.5362601,154.14655928534344,152.93720829081866,
lmp3m1_23_m,1718096569.544317,153.95762402267783,152.95423845434942,
lmp3m1_23_m,1718096569.558416,153.626987313013,152.9723046666232,
lmp3m1_23_m,1718096569.566473,153.43805205034738,152.99141122747443,
lmp3m1_23_m,1718096569.574529,153.28938031530987,153.01154803654168,
lmp3m1_23_m,1718096569.582586,153.30317688,153.77352616640312,
lmp3m1_23_m,1718096569.590643,153.30317688,153.79938639514378,
lmp3m1_23_m,1718096569.598699,153.25393962145526,153.81924969066222,
lmp3m1_23_m,1718096569.6067562,153.28246971041804,153.8322882959532,
lmp3m1_23_m,1718096569.6148129,153.13844151244015,153.83776341034186,
lmp3m1_23_m,1718096569.622869,153.01680407027737,153.83503433354193,
lmp3m1_23_m,1718096569.6309261,152.6638366806867,153.82354730741181,153.0365043017649
lmp3m1_23_m,1718096569.638983,152.5099498101042,153.80281298896023,
lmp3m1_23_m,1718096569.647039,152.49157096338175,153.77238370067442,
lmp3m1_23_m,1718096569.655096,152.7040595454867,153.7318494976334,
lmp3m1_23_m,1718096569.6631522,152.95872244353887,153.6808562744015,
lmp3m1_23_m,1718096569.6712089,153.21338534159105,153.6191339587392,
lmp3m1_23_m,1718096569.679266,153.6053528059051,153.5465211909904,
lmp3m1_23_m,1718096569.6873221,154.0920554470696,153.4629885183783,153.12136230379795
lmp3m1_23_m,1718096569.695379,154.4215731902227,153.3686494333366,
lmp3m1_23_m,1718096569.7034361,154.4883269700161,153.26375642652212,
lmp3m1_23_m,1718096569.711492,154.41000900883054,153.148692415704,
lmp3m1_23_m,1718096569.719549,154.17554859173475,153.0239690450392,
lmp3m1_23_m,1718096569.749761,153.2586639805265,152.89022537747317,
lmp3m1_23_m,1718096569.7578182,152.99787031399205,152.748225449351,
lmp3m1_23_m,1718096569.7658749,152.8446447972918,152.59885929518762,153.19025003253515
lmp3m1_23_m,1718096569.773931,152.86116598298625,152.44313563683198,
lmp3m1_23_m,1718096569.7819881,152.9481005018909,152.2821526510543,
lmp3m1_23_m,1718096569.790045,153.1234452563102,152.11704445438951,
lmp3m1_23_m,1718096569.798101,153.21935389726272,151.94891829753132,
lmp3m1_23_m,1718096569.806158,153.1451352693624,151.77879827761086,
lmp3m1_23_m,1718096569.814214,152.85485364664837,151.60758652072641,
lmp3m1_23_m,1718096569.8222709,152.07237151879872,151.43604608072695,153.2403479823058
